_id,tarih,deger,birim
372,2013-12-29T00:00:00,820,Ton
373,2013-12-30T00:00:00,6985,Ton
374,2013-12-31T00:00:00,6640,Ton
375,2014-01-01T00:00:00,5820,Ton
376,2014-02-01T00:00:00,4270,Ton
377,2014-03-01T00:00:00,3315,Ton
378,2014-04-01T00:00:00,4425,Ton
379,2014-05-01T00:00:00,1680,Ton
380,2014-06-01T00:00:00,7915,Ton
381,2014-07-01T00:00:00,8720,Ton
382,2014-08-01T00:00:00,3070,Ton
383,2014-09-01T00:00:00,4375,Ton
384,2014-10-01T00:00:00,5780,Ton
385,2014-11-01T00:00:00,4230,Ton
386,2014-12-01T00:00:00,0,Ton
387,2014-01-13T00:00:00,6820,Ton
388,2014-01-14T00:00:00,8270,Ton
389,2014-01-15T00:00:00,7390,Ton
390,2014-01-16T00:00:00,8190,Ton
391,2014-01-17T00:00:00,4680,Ton
392,2014-01-18T00:00:00,4080,Ton
393,2014-01-19T00:00:00,0,Ton
394,2014-01-20T00:00:00,5075,Ton
395,2014-01-21T00:00:00,9665,Ton
396,2014-01-22T00:00:00,4590,Ton
397,2014-01-23T00:00:00,12390,Ton
398,2014-01-24T00:00:00,3475,Ton
399,2014-01-25T00:00:00,4805,Ton
400,2014-01-26T00:00:00,0,Ton
401,2014-01-27T00:00:00,5940,Ton
402,2014-01-28T00:00:00,3670,Ton
403,2014-01-29T00:00:00,5325,Ton
404,2014-01-30T00:00:00,6230,Ton
405,2014-01-31T00:00:00,9935,Ton
406,2014-01-02T00:00:00,3320,Ton
407,2014-02-02T00:00:00,0,Ton
408,2014-03-02T00:00:00,12190,Ton
409,2014-04-02T00:00:00,10975,Ton
410,2014-05-02T00:00:00,5030,Ton
411,2014-06-02T00:00:00,7600,Ton
412,2014-07-02T00:00:00,3095,Ton
413,2014-08-02T00:00:00,5035,Ton
414,2014-09-02T00:00:00,420,Ton
415,2014-10-02T00:00:00,11715,Ton
416,2014-11-02T00:00:00,15465,Ton
417,2014-12-02T00:00:00,9910,Ton
418,2014-02-13T00:00:00,8065,Ton
419,2014-02-14T00:00:00,15475,Ton
420,2014-02-15T00:00:00,4145,Ton
421,2014-02-16T00:00:00,0,Ton
422,2014-02-17T00:00:00,19710,Ton
423,2014-02-18T00:00:00,7725,Ton
424,2014-02-19T00:00:00,6910,Ton
425,2014-02-20T00:00:00,5485,Ton
426,2014-02-21T00:00:00,4040,Ton
427,2014-02-22T00:00:00,5085,Ton
428,2014-02-23T00:00:00,665,Ton
