_id,Ilce,mahalle,mahalle_turu
968,SELÇUKLU,DUMLUPINAR,MAHALLE
969,SELÇUKLU,ERENKÖY,MAHALLE
970,SELÇUKLU,ESENLER,MAHALLE
971,SELÇUKLU,FATIH,MAHALLE
972,SELÇUKLU,FERHUNIYE,MAHALLE
973,SELÇUKLU,FERITPAÞA,MAHALLE
974,SELÇUKLU,HACIKAYMAK,MAHALLE
975,SELÇUKLU,HANAYBAÞI,MAHALLE
976,SELÇUKLU,HOCACIHAN,MAHALLE
977,SELÇUKLU,HOROZLUHAN,MAHALLE
978,SELÇUKLU,HÜSAMETTIN ÇELEBI,MAHALLE
979,SELÇUKLU,IÞIKLAR,MAHALLE
980,SELÇUKLU,IHSANIYE,MAHALLE
981,SELÇUKLU,KILINÇARSLAN,MAHALLE
982,SELÇUKLU,KOSOVA,MAHALLE
983,SELÇUKLU,MALAZGIRT,MAHALLE
984,SELÇUKLU,MEHMET AKIF,MAHALLE
985,SELÇUKLU,MUSALLA BAÐLARI,MAHALLE
986,SELÇUKLU,NIÞANTAÞ,MAHALLE
987,SELÇUKLU,PARSANA,MAHALLE
988,SELÇUKLU,SAKARYA,MAHALLE
989,SELÇUKLU,SANCAK,MAHALLE
990,SELÇUKLU,SARAYKÖY,MAHALLE
991,SELÇUKLU,SARICALAR,MAHALLE
992,SELÇUKLU,SELAHADDINI EYYUBI,MAHALLE
993,SELÇUKLU,SELÇUK,MAHALLE
994,SELÇUKLU,SIZMA,MAHALLE
995,SELÇUKLU,SILLE,MAHALLE
996,SELÇUKLU,SILLE AK,MAHALLE
997,SELÇUKLU,SULUTAS,MAHALLE
998,SELÇUKLU,ÞEKER,MAHALLE
999,SELÇUKLU,ÞEYH ÞAMIL,MAHALLE
1000,SELÇUKLU,TATKÖY,MAHALLE
1001,SELÇUKLU,TEPEKENT,MAHALLE
1002,SELÇUKLU,TÖMEK,MAHALLE
1003,SELÇUKLU,YAZIR,MAHALLE
1004,SELÇUKLU,YUKARIPINARBAÞI,MAHALLE
1005,SELÇUKLU,AKPINAR,KIRSALMAHALLE                   
1006,SELÇUKLU,BAÐRIKURT,KIRSALMAHALLE                   
1007,SELÇUKLU,BIÇER,KIRSALMAHALLE                   
1008,SELÇUKLU,ÇALDERE,KIRSALMAHALLE                   
1009,SELÇUKLU,ÇALTI,KIRSALMAHALLE                   
1010,SELÇUKLU,ÇANDIR,KIRSALMAHALLE                   
1011,SELÇUKLU,DAÐDERE,KIRSALMAHALLE                   
1012,SELÇUKLU,EÐRIBAYAT,KIRSALMAHALLE                   
1013,SELÇUKLU,GÜVENÇ,KIRSALMAHALLE                   
1014,SELÇUKLU,KALEKÖY,KIRSALMAHALLE                   
1015,SELÇUKLU,KARAÖMERLER,KIRSALMAHALLE                   
1016,SELÇUKLU,KERVAN,KIRSALMAHALLE                   
1017,SELÇUKLU,KINIK,KIRSALMAHALLE                   
1018,SELÇUKLU,KIZILCAKUYU,KIRSALMAHALLE                   
1019,SELÇUKLU,KÜÇÜKMUHSINE,KIRSALMAHALLE                   
1020,SELÇUKLU,MEYDANKÖY,KIRSALMAHALLE                   
1021,SELÇUKLU,SALAHATTIN,KIRSALMAHALLE                   
1022,SELÇUKLU,ULUMUHSINE,KIRSALMAHALLE                   
1023,SELÇUKLU,YAZIBELEN,KIRSALMAHALLE                   
1024,SEYDIÞEHIR,AKÇALAR,MAHALLE
1025,SEYDIÞEHIR,AKTAÞ,MAHALLE
1026,SEYDIÞEHIR,ALAYLAR BIR,MAHALLE
1027,SEYDIÞEHIR,ALAYLAR IKI,MAHALLE
1028,SEYDIÞEHIR,ANABAÐLAR,MAHALLE
1029,SEYDIÞEHIR,BAHÇELIEVLER,MAHALLE
1030,SEYDIÞEHIR,BOSTANDERE,MAHALLE
1031,SEYDIÞEHIR,ÇAVUÞ,MAHALLE
1032,SEYDIÞEHIR,DEÐIRMENCI,MAHALLE
1033,SEYDIÞEHIR,GEVREKLI,MAHALLE
1034,SEYDIÞEHIR,HACISEYITALI,MAHALLE
1035,SEYDIÞEHIR,KARAKAVAK,MAHALLE
1036,SEYDIÞEHIR,KESECIK,MAHALLE
1037,SEYDIÞEHIR,KETENLI,MAHALLE
1038,SEYDIÞEHIR,KIZILCALAR,MAHALLE
1039,SEYDIÞEHIR,ORTAKARAÖREN,MAHALLE
1040,SEYDIÞEHIR,PINARBAÞI,MAHALLE
1041,SEYDIÞEHIR,SAADETLER,MAHALLE
1042,SEYDIÞEHIR,SEYITHARUN,MAHALLE
1043,SEYDIÞEHIR,SOFUHANE,MAHALLE
1044,SEYDIÞEHIR,STAT,MAHALLE
1045,SEYDIÞEHIR,TARAÞCI,MAHALLE
1046,SEYDIÞEHIR,ULUKAPI,MAHALLE
1047,SEYDIÞEHIR,YENICAMI,MAHALLE
1048,SEYDIÞEHIR,AÞAÐIKARAÖREN,KIRSALMAHALLE                   
1049,SEYDIÞEHIR,BAÞKARAÖREN,KIRSALMAHALLE                   
1050,SEYDIÞEHIR,BOYALI,KIRSALMAHALLE                   
1051,SEYDIÞEHIR,BÜKÇE,KIRSALMAHALLE                   
1052,SEYDIÞEHIR,ÇAT,KIRSALMAHALLE                   
1053,SEYDIÞEHIR,ÇATMAKAYA,KIRSALMAHALLE                   
1054,SEYDIÞEHIR,DIKILITAÞ,KIRSALMAHALLE                   
1055,SEYDIÞEHIR,GÖKÇEHÜYÜK,KIRSALMAHALLE                   
1056,SEYDIÞEHIR,GÖKHÜYÜK,KIRSALMAHALLE                   
1057,SEYDIÞEHIR,GÖLYÜZÜ,KIRSALMAHALLE                   
1058,SEYDIÞEHIR,IRMAKLI,KIRSALMAHALLE                   
1059,SEYDIÞEHIR,INCESU,KIRSALMAHALLE                   
1060,SEYDIÞEHIR,KARABULAK,KIRSALMAHALLE                   
1061,SEYDIÞEHIR,KARACAÖREN,KIRSALMAHALLE                   
1062,SEYDIÞEHIR,KAVAK,KIRSALMAHALLE                   
1063,SEYDIÞEHIR,KIZILCA,KIRSALMAHALLE                   
1064,SEYDIÞEHIR,KOZLU,KIRSALMAHALLE                   
1065,SEYDIÞEHIR,KUMLUCA,KIRSALMAHALLE                   
1066,SEYDIÞEHIR,KURAN,KIRSALMAHALLE                   
1067,SEYDIÞEHIR,MADENLI,KIRSALMAHALLE                   
1068,SEYDIÞEHIR,MESUDIYE,KIRSALMAHALLE                   
1069,SEYDIÞEHIR,MURADIYE,KIRSALMAHALLE                   
1070,SEYDIÞEHIR,OÐLAKÇI,KIRSALMAHALLE                   
1071,SEYDIÞEHIR,SARAYCIK,KIRSALMAHALLE                   
1072,SEYDIÞEHIR,SUSUZ,KIRSALMAHALLE                   
1073,SEYDIÞEHIR,TAÞAÐIL,KIRSALMAHALLE                   
1074,SEYDIÞEHIR,TEPECIK,KIRSALMAHALLE                   
1075,SEYDIÞEHIR,TOL,KIRSALMAHALLE                   
1076,SEYDIÞEHIR,UFACIK,KIRSALMAHALLE                   
1077,SEYDIÞEHIR,YAYLACIK,KIRSALMAHALLE                   
1078,SEYDIÞEHIR,YENICE,KIRSALMAHALLE                   
1079,TAÞKENT,AFÞAR TEPECIK,MAHALLE
1080,TAÞKENT,AFÞAR YUKARI,MAHALLE
1081,TAÞKENT,BALCILAR ORTA,MAHALLE
1082,TAÞKENT,BALCILAR VELILER,MAHALLE
1083,TAÞKENT,BALCILAR YUKARI,MAHALLE
1084,TAÞKENT,BEKTAÞ,MAHALLE
1085,TAÞKENT,BOLAY,MAHALLE
1086,TAÞKENT,ÇETMI CÖMEÞPINAR,MAHALLE
1087,TAÞKENT,ÇETMI YENI,MAHALLE
1088,TAÞKENT,HIRA,MAHALLE
1089,TAÞKENT,ILICAPINAR,MAHALLE
1090,TAÞKENT,ÞIHLAR,MAHALLE
1091,TAÞKENT,KECIMEN,KIRSALMAHALLE                   
1092,TAÞKENT,KONGUL,KIRSALMAHALLE                   
1093,TAÞKENT,SAZAK,KIRSALMAHALLE                   
1094,TUZLUKÇU,AÞAÐI,MAHALLE
1095,TUZLUKÇU,ORTA,MAHALLE
1096,TUZLUKÇU,PAZAR,MAHALLE
1097,TUZLUKÇU,YUKARI,MAHALLE
1098,TUZLUKÇU,ÇÖÐÜRLÜ,KIRSALMAHALLE                   
1099,TUZLUKÇU,ERDOÐDU,KIRSALMAHALLE                   
1100,TUZLUKÇU,GÜRSU,KIRSALMAHALLE                   
1101,TUZLUKÇU,KONARI,KIRSALMAHALLE                   
1102,TUZLUKÇU,KORAÞI,KIRSALMAHALLE                   
1103,TUZLUKÇU,KÖKLÜCE,KIRSALMAHALLE                   
1104,TUZLUKÇU,KUNDULLU,KIRSALMAHALLE                   
1105,TUZLUKÇU,MEVLÜTLÜ,KIRSALMAHALLE                   
1106,TUZLUKÇU,PAZARKAYA,KIRSALMAHALLE                   
1107,TUZLUKÇU,SUBATAN,KIRSALMAHALLE                   
1108,TUZLUKÇU,TURSUNLU,KIRSALMAHALLE                   
1109,YALIHÜYÜK,AÞAÐI,MAHALLE
1110,YALIHÜYÜK,YUKARI,MAHALLE
1111,YALIHÜYÜK,ARASÖÐÜT,KIRSALMAHALLE                   
1112,YALIHÜYÜK,SARAYKÖY,KIRSALMAHALLE                   
1113,YUNAK,ESENTEPE,MAHALLE
1114,YUNAK,EÞME,MAHALLE
1115,YUNAK,FATIH,MAHALLE
1116,YUNAK,KARATAÞ,MAHALLE
1117,YUNAK,KOÇYAZI,MAHALLE
1118,YUNAK,KUZÖREN,MAHALLE
1119,YUNAK,PIRIBEYLI,MAHALLE
1120,YUNAK,SARAY,MAHALLE
1121,YUNAK,SELÇUK,MAHALLE
1122,YUNAK,SÜLÜKLÜ,MAHALLE
1123,YUNAK,TURGUT,MAHALLE
1124,YUNAK,YENI,MAHALLE
1125,YUNAK,ALTINÖZ,KIRSALMAHALLE                   
1126,YUNAK,AYRITEPE,KIRSALMAHALLE                   
1127,YUNAK,BEÞIÞIKLI,KIRSALMAHALLE                   
1128,YUNAK,BÖÐRÜDELIK,KIRSALMAHALLE                   
1129,YUNAK,CEBRAIL,KIRSALMAHALLE                   
1130,YUNAK,ÇAYIRBAÞI,KIRSALMAHALLE                   
1131,YUNAK,EÐRIKUYU,KIRSALMAHALLE                   
1132,YUNAK,HACIFAKILI,KIRSALMAHALLE                   
1133,YUNAK,HACIÖMEROÐLU,KIRSALMAHALLE                   
1134,YUNAK,HARUNLAR,KIRSALMAHALLE                   
1135,YUNAK,HATIRLI,KIRSALMAHALLE                   
1136,YUNAK,HURSUNLU,KIRSALMAHALLE                   
1137,YUNAK,IMAMOÐLU,KIRSALMAHALLE                   
1138,YUNAK,KARAYAYLA,KIRSALMAHALLE                   
1139,YUNAK,KARGALI,KIRSALMAHALLE                   
1140,YUNAK,KILLAR,KIRSALMAHALLE                   
1141,YUNAK,KURTUÞAÐI,KIRSALMAHALLE                   
1142,YUNAK,KUYUBAÞI,KIRSALMAHALLE                   
1143,YUNAK,MEÞELIK,KIRSALMAHALLE                   
1144,YUNAK,ODABAÞI,KIRSALMAHALLE                   
1145,YUNAK,ORTAKIÞLA,KIRSALMAHALLE                   
1146,YUNAK,ÖZYAYLA,KIRSALMAHALLE                   
1147,YUNAK,SERTLER,KIRSALMAHALLE                   
1148,YUNAK,SEVINÇ,KIRSALMAHALLE                   
1149,YUNAK,SIRAM,KIRSALMAHALLE                   
1150,YUNAK,SINANLI,KIRSALMAHALLE                   
1151,YUNAK,YAVAÞLI,KIRSALMAHALLE                   
1152,YUNAK,YEÞILOBA,KIRSALMAHALLE                   
1153,YUNAK,YEÞILYAYLA,KIRSALMAHALLE                   
1154,YUNAK,YIÐAR,KIRSALMAHALLE                   
