_id,tarih,pm10_(_µg/m3_),so2_(_µg/m3_),co_(_µg/m3_),no2_(_µg/m3_),nox_(_µg/m3_)
668,2021-01-28T19:00:56,"40,43","14,16","1.058,99","67,50","75,80"
669,2021-01-28T20:00:56,"47,82","15,06","927,30","73,47","81,68"
670,2021-01-28T21:00:56,"63,59","15,14","1.045,00","88,37","115,22"
671,2021-01-28T22:00:56,"93,22","15,37","1.370,56","79,48","111,64"
672,2021-01-28T23:00:56,"82,31","14,95","893,59","77,53","119,57"
673,2021-01-29T00:00:56,"92,72","12,33","135,14","40,53","45,96"
674,2021-01-29T01:00:56,"41,20","11,17","0,00","22,72","23,57"
675,2021-01-29T02:00:56,"27,31","9,34","121,40","22,04","22,98"
676,2021-01-29T03:00:56,"18,23","7,99","209,37","20,45","21,30"
677,2021-01-29T04:00:56,"6,31","5,66","251,30","18,02","18,89"
678,2021-01-29T05:00:56,"8,92","6,21","15,70","20,71","21,38"
679,2021-01-29T06:00:56,"17,77","6,96","80,79","26,33","27,36"
680,2021-01-29T07:00:56,"19,95","8,13","473,39","53,39","67,60"
681,2021-01-29T08:00:56,"23,90","11,42","1.577,61","96,51","202,34"
682,2021-01-29T09:00:56,"111,67","18,17","506,87","47,79","68,04"
