_id,tarih,pm10_(_µg/m3_),so2_(_µg/m3_),co_(_µg/m3_),no2_(_µg/m3_),nox_(_µg/m3_)
1752,2021-03-14T23:00:56,"33,66","7,13",-,"41,76","49,02"
1753,2021-03-15T00:00:56,"50,41","6,17",-,"34,38","36,87"
1754,2021-03-15T01:00:56,"63,55","8,08",-,"31,37","32,79"
1755,2021-03-15T02:00:56,"64,97","8,62",-,"25,83","26,75"
1756,2021-03-15T03:00:56,"46,66","8,28",-,"20,28","21,24"
1757,2021-03-15T04:00:56,"43,10","7,11",-,"20,77","21,85"
1758,2021-03-15T05:00:56,"43,97","8,82",-,"26,10","27,33"
1759,2021-03-15T06:00:56,"47,86","8,22",-,"32,84","35,44"
1760,2021-03-15T07:00:56,"40,28","8,59",-,"53,64","70,41"
1761,2021-03-15T08:00:56,"60,28","10,23",-,"54,73","83,93"
1762,2021-03-15T09:00:56,"68,72","11,19",-,"59,25","84,43"
1763,2021-03-15T10:00:56,"92,17","9,75",-,"50,19","59,40"
1764,2021-03-15T11:00:56,"48,59","10,50",-,"45,91","51,65"
1765,2021-03-15T12:00:56,"46,03","10,12",-,"40,56","45,66"
1766,2021-03-15T13:00:56,"42,14","8,67",-,"32,85","35,68"
1767,2021-03-15T14:00:56,"48,76","7,49",-,"36,77","39,22"
1768,2021-03-15T15:00:56,"41,28","8,23",-,"29,72","31,68"
1769,2021-03-15T16:00:56,"38,10","6,42",-,"36,64","39,25"
1770,2021-03-15T17:00:56,"47,66","8,10",-,"41,03","44,04"
1771,2021-03-15T18:00:56,"51,86","7,16",-,"51,66","57,65"
1772,2021-03-15T19:00:56,"54,90","9,89",-,"54,42","62,13"
1773,2021-03-15T20:00:56,"58,86","7,38",-,"40,80","44,87"
1774,2021-03-15T21:00:56,"31,00","8,17",-,"28,75","30,25"
1775,2021-03-15T22:00:56,"30,97","5,14",-,"21,17","22,34"
1776,2021-03-15T23:00:56,"20,38","1,70",-,"19,80","20,91"
1777,2021-03-16T00:00:56,"23,86","2,08",-,"15,32","16,21"
1778,2021-03-16T01:00:56,"21,10","0,37",-,"13,38","13,90"
1779,2021-03-16T02:00:56,"19,07","2,86",-,"13,58","14,10"
1780,2021-03-16T03:00:56,"9,34","1,32",-,"11,15","11,85"
1781,2021-03-16T04:00:56,"10,93","1,76",-,"10,17","10,74"
1782,2021-03-16T05:00:56,"10,03","-0,27",-,"9,95","10,50"
1783,2021-03-16T06:00:56,"6,14","0,77",-,"14,12","14,95"
1784,2021-03-16T07:00:56,"5,03","0,40",-,"32,19","34,24"
1785,2021-03-16T08:00:56,"6,93","2,08",-,"40,27","43,20"
1786,2021-03-16T09:00:56,"15,69","1,23",-,"22,78","24,15"
1787,2021-03-16T10:00:56,"15,03","1,10",-,"22,72","24,29"
1788,2021-03-16T11:00:56,"21,76","0,61",-,"27,16","29,36"
1789,2021-03-16T12:00:56,"34,55","1,30",-,"29,61","31,78"
1790,2021-03-16T13:00:56,"36,93","0,90",-,"20,71","22,21"
1791,2021-03-16T14:00:56,"25,41","-0,18",-,"16,30","17,52"
1792,2021-03-16T15:00:56,"18,24","0,96",-,"14,25","15,46"
1793,2021-03-16T16:00:56,"18,97","0,48",-,"17,70","18,91"
1794,2021-03-16T17:00:56,"19,00","-0,72",-,"20,38","21,57"
1795,2021-03-16T18:00:56,"26,72","-0,39",-,"35,53","37,10"
1796,2021-03-16T19:00:56,"28,93","0,02",-,"45,91","48,87"
1797,2021-03-16T20:00:56,"36,72","1,98",-,"28,79","29,92"
1798,2021-03-16T21:00:56,"24,23","1,50",-,"24,55","25,57"
1799,2021-03-16T22:00:56,"23,05","5,34",-,"38,86","44,66"
1800,2021-03-16T23:00:56,"35,33","6,61",-,"35,93","38,45"
1801,2021-03-17T00:00:56,"33,16","7,92",-,"17,63","18,37"
1802,2021-03-17T01:00:56,"24,47","8,40",-,"17,98","18,93"
1803,2021-03-17T02:00:56,"16,41","3,36",-,"10,57","11,26"
1804,2021-03-17T03:00:56,"5,57","5,63",-,"10,68","11,40"
1805,2021-03-17T04:00:56,"6,90","4,69",-,"9,67","10,54"
1806,2021-03-17T05:00:56,"9,84","4,91",-,"12,67","13,30"
1807,2021-03-17T06:00:56,"9,05","7,64",-,"17,26","17,95"
1808,2021-03-17T07:00:56,"8,05","4,59",-,"31,52","33,23"
1809,2021-03-17T08:00:56,"8,95","5,57",-,"40,29","43,85"
1810,2021-03-17T09:00:56,"19,72","6,74",-,"36,19","38,45"
1811,2021-03-17T10:00:56,"21,95","7,22",-,"44,59","47,82"
1812,2021-03-17T11:00:56,"26,87","5,59",-,"42,50","44,86"
1813,2021-03-17T12:00:56,"22,13","5,91",-,"41,61","47,29"
1814,2021-03-17T13:00:56,"31,74","6,37",-,"26,43","28,89"
1815,2021-03-17T14:00:56,"6,67","5,81",-,"15,82","16,98"
1816,2021-03-17T15:00:56,"16,72","5,81",-,"14,52","15,55"
1817,2021-03-17T16:00:56,"15,05","2,86",-,"16,29","17,69"
1818,2021-03-17T17:00:56,"8,18","4,78",-,"15,54","16,71"
1819,2021-03-17T18:00:56,"15,79","4,20",-,"27,56","28,90"
1820,2021-03-17T19:00:56,"22,82","5,49",-,"44,05","46,63"
1821,2021-03-17T20:00:56,"36,64","6,73",-,"35,10","36,69"
1822,2021-03-17T21:00:56,"30,18","7,28",-,"23,86","24,87"
1823,2021-03-17T22:00:56,"25,13","6,37",-,"22,60","23,33"
1824,2021-03-17T23:00:56,"24,03","11,64",-,"39,21","40,77"
1825,2021-03-18T00:00:56,"52,25","13,12",-,"52,59","57,21"
1826,2021-03-18T01:00:56,"51,05","10,41",-,"55,06","58,58"
1827,2021-03-18T02:00:56,"57,82","10,59",-,"48,94","53,87"
1828,2021-03-18T03:00:56,"49,23","10,86",-,"50,02","55,44"
1829,2021-03-18T04:00:56,"112,32","13,20",-,"56,30","60,99"
1830,2021-03-18T05:00:56,"72,11","10,06",-,"51,14","57,13"
1831,2021-03-18T06:00:56,"80,74","11,05",-,"54,22","63,17"
1832,2021-03-18T07:00:56,"119,97","13,07",-,"61,96","82,39"
1833,2021-03-18T08:00:56,"102,49","10,94",-,"53,16","66,70"
1834,2021-03-18T09:00:56,"50,37","11,37",-,"55,67","87,19"
1835,2021-03-18T10:00:56,"124,01","14,84",-,"47,18","59,75"
1836,2021-03-18T11:00:56,"90,93","12,08",-,"43,54","48,19"
1837,2021-03-18T12:00:56,"65,65","12,23",-,"45,86","53,74"
1838,2021-03-18T13:00:56,"102,02","13,63",-,"29,31","31,43"
1839,2021-03-18T14:00:56,"44,55","8,48",-,"17,49","18,38"
1840,2021-03-18T15:00:56,"19,62","8,61",-,"15,14","15,98"
1841,2021-03-18T16:00:56,"14,13","6,48",-,"13,93","15,08"
1842,2021-03-18T17:00:56,"18,87","6,56",-,"15,81","16,95"
1843,2021-03-18T18:00:56,"24,84","7,15",-,"23,49","25,25"
1844,2021-03-18T19:00:56,"24,03","8,69",-,"42,87","45,38"
1845,2021-03-18T20:00:56,"39,59","10,89",-,"52,06","57,11"
1846,2021-03-18T21:00:56,"52,66","11,78",-,"40,53","42,52"
1847,2021-03-18T22:00:56,"44,23","4,43",-,"23,63","24,64"
1848,2021-03-18T23:00:56,"33,28","2,65",-,"21,88","22,79"
1849,2021-03-19T00:00:56,"31,05","3,26",-,"26,64","27,66"
1850,2021-03-19T01:00:56,"36,84","0,89",-,"19,31","20,31"
1851,2021-03-19T02:00:56,"31,16","2,47",-,"18,33","19,04"
1852,2021-03-19T03:00:56,"27,10","1,51",-,"31,60","33,06"
1853,2021-03-19T04:00:56,"53,30","3,15",-,"33,73","35,87"
1854,2021-03-19T05:00:56,"89,07","5,93",-,"39,36","46,05"
1855,2021-03-19T06:00:56,"76,36","6,54",-,"58,95","69,36"
1856,2021-03-19T07:00:56,"73,08","8,30",-,"73,39","127,37"
1857,2021-03-19T08:00:56,"101,25","7,73",-,"59,24","77,29"
1858,2021-03-19T09:00:56,"79,59","5,62",-,"34,85","39,88"
1859,2021-03-19T10:00:56,"47,83","1,73",-,"23,45","25,60"
1860,2021-03-19T11:00:56,"27,52","4,34",-,"19,67","21,28"
1861,2021-03-19T12:00:56,"40,64","3,03",-,"19,20","20,94"
1862,2021-03-19T13:00:56,"36,13","1,61",-,"17,51","18,40"
1863,2021-03-19T14:00:56,"29,18","0,99",-,"20,02","21,20"
1864,2021-03-19T15:00:56,"32,90","2,12",-,"19,35","20,75"
1865,2021-03-19T16:00:56,"18,39","-1,58",-,"19,53","21,00"
1866,2021-03-19T17:00:56,"22,87","-1,42",-,"22,87","24,35"
1867,2021-03-19T18:00:56,"26,90","-1,17",-,"27,82","29,26"
1868,2021-03-19T19:00:56,"27,00","-2,30",-,"33,41","34,70"
1869,2021-03-19T20:00:56,"29,92","-1,36",-,"36,08","37,29"
1870,2021-03-19T21:00:56,"32,92","1,72",-,"31,51","32,72"
1871,2021-03-19T22:00:56,"38,84","3,24",-,"23,86","24,72"
1872,2021-03-19T23:00:56,"19,52","6,71",-,"29,42","30,22"
1873,2021-03-20T00:00:56,"37,51","5,75",-,"21,32","22,05"
1874,2021-03-20T01:00:56,"27,27","6,43",-,"23,00","23,76"
1875,2021-03-20T02:00:56,"34,79","5,62",-,"22,40","23,34"
1876,2021-03-20T03:00:56,"33,05","6,75",-,"24,65","25,39"
1877,2021-03-20T04:00:56,"36,90","6,83",-,"21,01","21,75"
1878,2021-03-20T05:00:56,"26,28","6,11",-,"21,54","22,36"
1879,2021-03-20T06:00:56,"27,95","4,17",-,"24,62","25,63"
1880,2021-03-20T07:00:56,"22,16","6,84",-,"51,97","67,65"
1881,2021-03-20T08:00:56,"90,19","7,17",-,"57,10","91,80"
1882,2021-03-20T09:00:56,"129,99","12,72",-,"64,11","123,82"
1883,2021-03-20T10:00:56,"229,39","15,32",-,"55,81","80,91"
1884,2021-03-20T11:00:56,"166,73","9,88",-,"37,49","41,34"
1885,2021-03-20T12:00:56,"37,39","6,84",-,"26,85","28,40"
1886,2021-03-20T13:00:56,"17,44","4,12",-,"22,82","24,42"
1887,2021-03-20T14:00:56,"24,79","3,39",-,"23,03","24,50"
1888,2021-03-20T15:00:56,"20,13","4,15",-,"21,48","22,82"
1889,2021-03-20T16:00:56,"24,87","3,13",-,"21,17","22,59"
1890,2021-03-20T17:00:56,"18,18","3,78",-,"24,23","25,63"
1891,2021-03-20T18:00:56,"16,05","2,72",-,"28,73","30,83"
1892,2021-03-20T19:00:56,"27,69","2,44",-,"43,04","46,82"
1893,2021-03-20T20:00:56,"45,53","5,47",-,"46,62","52,11"
1894,2021-03-20T21:00:56,"55,74","5,49",-,"50,47","54,71"
1895,2021-03-20T22:00:56,"48,21","10,34",-,"42,22","44,29"
1896,2021-03-20T23:00:56,"40,21","10,52",-,"40,75","43,07"
1897,2021-03-21T00:00:56,"41,95","13,11",-,"44,48","49,51"
1898,2021-03-21T01:00:56,"55,66","12,16",-,"78,37","102,96"
1899,2021-03-21T02:00:56,"78,41","16,90",-,"61,15","78,35"
1900,2021-03-21T03:00:56,"82,90","12,23",-,"38,59","40,60"
1901,2021-03-21T04:00:56,"57,67","14,55",-,"46,22","53,82"
1902,2021-03-21T05:00:56,"112,53","12,02",-,"33,91","41,09"
1903,2021-03-21T06:00:56,"104,26","11,55",-,"27,40","29,72"
1904,2021-03-21T07:00:56,"46,53","11,70",-,"33,94","40,64"
1905,2021-03-21T08:00:56,"47,92","11,38",-,"29,39","37,03"
1906,2021-03-21T09:00:56,"54,82","11,25",-,"30,80","34,66"
1907,2021-03-21T10:00:56,"55,00","9,44",-,"22,30","24,79"
1908,2021-03-21T11:00:56,"48,18","10,90",-,"23,60","25,27"
1909,2021-03-21T12:00:56,"65,53","9,21",-,"17,55","18,60"
1910,2021-03-21T13:00:56,"63,08","8,91",-,"15,01","15,75"
1911,2021-03-21T14:00:56,"57,16","6,78",-,"13,51","14,35"
1912,2021-03-21T15:00:56,"63,82","8,45",-,"13,70","14,69"
1913,2021-03-21T16:00:56,"65,95","6,44",-,"14,90","15,96"
1914,2021-03-21T17:00:56,"55,28","6,96",-,"16,60","17,61"
1915,2021-03-21T18:00:56,"68,64","8,13",-,"17,95","18,90"
1916,2021-03-21T19:00:56,"77,77","7,67",-,"24,68","25,72"
1917,2021-03-21T20:00:56,"79,95","8,06",-,"21,15","22,08"
1918,2021-03-21T21:00:56,"75,13","10,63",-,"31,85","33,35"
1919,2021-03-21T22:00:56,"100,33","10,23",-,"37,43","39,33"
1920,2021-03-21T23:00:56,"110,74","13,47",-,"46,14","51,01"
1921,2021-03-22T00:00:56,"118,79","12,05",-,"60,90","78,58"
1922,2021-03-22T01:00:56,"133,64","16,22",-,"74,57","91,63"
1923,2021-03-22T02:00:56,"143,74","12,98",-,"48,77","54,07"
1924,2021-03-22T03:00:56,"95,29","11,94",-,"52,59","59,72"
1925,2021-03-22T04:00:56,"126,15","10,70",-,"51,00","56,23"
1926,2021-03-22T05:00:56,"106,54","12,46",-,"44,61","60,31"
1927,2021-03-22T06:00:56,"120,61","12,61",-,"45,53","57,33"
1928,2021-03-22T07:00:56,"123,92","11,98",-,"60,41","80,79"
1929,2021-03-22T08:00:56,"104,52","11,83",-,"73,34","112,45"
1930,2021-03-22T09:00:56,"121,53","10,68",-,"50,94","61,02"
1931,2021-03-22T10:00:56,"72,32","10,45",-,"39,04","44,02"
1932,2021-03-22T11:00:56,"66,13","8,09",-,"29,92","32,67"
1933,2021-03-22T12:00:56,"59,18","6,22",-,"26,90","28,58"
1934,2021-03-22T13:00:56,"89,20","6,28",-,"20,31","21,41"
1935,2021-03-22T14:00:56,"271,19","4,63",-,"16,04","17,17"
1936,2021-03-22T15:00:56,"314,97","4,58",-,"15,22","16,19"
1937,2021-03-22T16:00:56,"301,39","3,90",-,"15,58","16,72"
1938,2021-03-22T17:00:56,"239,63","3,22",-,"17,66","18,52"
1939,2021-03-22T18:00:56,"198,06","4,60",-,"31,69","33,67"
1940,2021-03-22T19:00:56,"158,03","6,37",-,"39,93","42,40"
1941,2021-03-22T20:00:56,"174,53","6,15",-,"33,63","35,00"
1942,2021-03-22T21:00:56,"172,08","7,12",-,"27,75","28,53"
1943,2021-03-22T22:00:56,"154,47","7,50",-,"20,33","21,45"
1944,2021-03-22T23:00:56,"147,18","8,72",-,"19,49","20,30"
1945,2021-03-23T00:00:56,"158,69","7,65",-,"22,80","23,59"
1946,2021-03-23T01:00:56,"164,86","7,63",-,"23,06","23,92"
1947,2021-03-23T02:00:56,"167,92","9,46",-,"23,47","24,43"
1948,2021-03-23T03:00:56,"182,61","11,42",-,"22,93","23,48"
1949,2021-03-23T04:00:56,"196,64","7,60",-,"13,59","14,16"
1950,2021-03-23T05:00:56,"195,05","8,27",-,"12,01","12,80"
1951,2021-03-23T06:00:56,"170,65","7,18",-,"11,47","12,24"
1952,2021-03-23T07:00:56,"46,28","7,68",-,"26,23","28,28"
1953,2021-03-23T08:00:56,"37,16","8,92",-,"50,33","59,46"
1954,2021-03-23T09:00:56,"50,64","7,74",-,"46,39","51,67"
1955,2021-03-23T10:00:56,"41,26","8,11",-,"38,47","43,03"
1956,2021-03-23T11:00:56,"88,73","8,39",-,"26,18","28,39"
1957,2021-03-23T12:00:56,"65,65","8,05",-,"34,24","36,23"
1958,2021-03-23T13:00:56,"71,82","8,75",-,"24,96","27,15"
1959,2021-03-23T14:00:56,"95,38","7,81",-,"42,04","45,77"
1960,2021-03-23T15:00:56,"109,64","9,20",-,"28,09","30,98"
1961,2021-03-23T16:00:56,"26,22","9,35",-,"23,74","26,60"
1962,2021-03-23T17:00:56,"33,74","11,63",-,"27,33","30,85"
1963,2021-03-23T18:00:56,"24,26","9,71",-,"50,38","55,35"
1964,2021-03-23T19:00:56,"36,66","11,54",-,"70,17","88,04"
1965,2021-03-23T20:00:56,"42,84","11,39",-,"61,96","80,91"
1966,2021-03-23T21:00:56,"43,97","12,05",-,"31,06","33,81"
1967,2021-03-23T22:00:56,"27,44","7,16",-,"24,38","26,68"
1968,2021-03-23T23:00:56,"14,34","5,68",-,"34,47","42,13"
1969,2021-03-24T00:00:56,"21,79","5,76",-,"20,62","22,17"
1970,2021-03-24T01:00:56,"2,48","2,83",-,"16,67","17,66"
1971,2021-03-24T02:00:56,"6,87","5,94",-,"23,30","24,22"
1972,2021-03-24T03:00:56,"10,90","5,05",-,"12,30","13,13"
1973,2021-03-24T04:00:56,"6,13","7,36",-,"8,21","8,68"
1974,2021-03-24T05:00:56,"3,08","4,47",-,"9,72","10,36"
1975,2021-03-24T06:00:56,"3,00","3,75",-,"18,65","19,54"
1976,2021-03-24T07:00:56,"21,51","5,78",-,"27,11","28,56"
1977,2021-03-24T08:00:56,"11,28","4,71",-,"28,24","29,54"
1978,2021-03-24T09:00:56,"10,03","4,39",-,"22,21","23,59"
1979,2021-03-24T10:00:56,"10,97","5,16",-,"17,80","19,11"
1980,2021-03-24T11:00:56,"10,03","3,19",-,"17,37","18,79"
1981,2021-03-24T12:00:56,"17,79","5,38",-,"27,86","29,71"
1982,2021-03-24T13:00:56,"22,87","6,65",-,"21,81","22,85"
1983,2021-03-24T14:00:56,"16,18","6,95",-,"25,94","27,67"
1984,2021-03-24T15:00:56,"29,64","3,92",-,"23,63","25,43"
1985,2021-03-24T16:00:56,"25,13","6,01",-,"23,45","24,70"
1986,2021-03-24T17:00:56,"21,10","5,20",-,"29,51","30,85"
1987,2021-03-24T18:00:56,"16,13","5,96",-,"35,04","36,83"
1988,2021-03-24T19:00:56,"13,08","6,36",-,"32,11","33,38"
1989,2021-03-24T20:00:56,"11,05","4,37",-,"21,09","21,97"
1990,2021-03-24T21:00:56,"8,08","3,16",-,"11,85","12,52"
1991,2021-03-24T22:00:56,"9,95","6,30",-,"10,80","11,66"
1992,2021-03-24T23:00:56,"10,00","8,73",-,"10,13","10,78"
1993,2021-03-25T00:00:56,"6,10","9,09",-,"9,19","9,85"
1994,2021-03-25T01:00:56,"6,96","8,68",-,"8,75","9,67"
1995,2021-03-25T02:00:56,"9,92","9,22",-,"7,64","8,22"
1996,2021-03-25T03:00:56,"9,03","9,47",-,"6,70","7,46"
1997,2021-03-25T04:00:56,"6,08","8,21",-,"5,94","6,99"
1998,2021-03-25T05:00:56,"6,00","7,34",-,"7,29","7,80"
1999,2021-03-25T06:00:56,"9,90","9,13",-,"10,06","10,80"
2000,2021-03-25T07:00:56,"10,00","7,50",-,"18,58","19,94"
2001,2021-03-25T08:00:56,"10,97","8,45",-,"21,36","23,02"
2002,2021-03-25T09:00:56,"12,95","8,13",-,"15,48","16,70"
2003,2021-03-25T10:00:56,"12,03","8,97",-,"11,43","12,54"
2004,2021-03-25T11:00:56,"9,08","7,31",-,"13,15","14,30"
2005,2021-03-25T12:00:56,"9,97","8,42",-,"16,41","17,58"
2006,2021-03-25T13:00:56,"26,56","9,54",-,"18,49","19,79"
2007,2021-03-25T14:00:56,"21,16","9,85",-,"19,51","20,68"
2008,2021-03-25T15:00:56,"21,97","9,28",-,"16,21","17,31"
2009,2021-03-25T16:00:56,"12,26","7,19",-,"14,97","16,29"
2010,2021-03-25T17:00:56,"26,61","7,60",-,"21,02","21,83"
2011,2021-03-25T18:00:56,"24,08","9,97",-,"25,25","26,31"
2012,2021-03-25T19:00:56,"24,00","10,03",-,"38,05","39,37"
2013,2021-03-25T20:00:56,"27,90","10,41",-,"35,24","36,29"
2014,2021-03-25T21:00:56,"22,16","10,73",-,"26,31","27,37"
2015,2021-03-25T22:00:56,"17,13","10,59",-,"18,07","18,53"
2016,2021-03-25T23:00:56,"20,90","10,21",-,"16,97","17,82"
2017,2021-03-26T00:00:56,"20,03","10,43",-,"15,49","16,18"
2018,2021-03-26T01:00:56,"13,28","10,41",-,"13,59","14,02"
2019,2021-03-26T02:00:56,"13,00","10,03",-,"11,07","11,90"
2020,2021-03-26T03:00:56,"13,00","9,48",-,"8,81","9,57"
2021,2021-03-26T04:00:56,"15,92","9,83",-,"8,60","9,46"
2022,2021-03-26T05:00:56,"9,18","8,26",-,"9,54","10,10"
2023,2021-03-26T06:00:56,"10,95","9,33",-,"14,03","15,24"
2024,2021-03-26T07:00:56,"12,95","7,65",-,"23,97","26,15"
2025,2021-03-26T08:00:56,"18,84","8,57",-,"25,58","28,23"
2026,2021-03-26T09:00:56,"17,05","7,85",-,"17,55","19,16"
2027,2021-03-26T10:00:56,"19,92","8,45",-,"12,89","14,21"
2028,2021-03-26T11:00:56,"15,13","6,08",-,"10,61","11,74"
2029,2021-03-26T12:00:56,"15,97","6,74",-,"11,27","12,45"
2030,2021-03-26T13:00:56,"16,00","6,57",-,"10,33","11,05"
2031,2021-03-26T14:00:56,"18,92","7,53",-,"10,15","11,37"
2032,2021-03-26T15:00:56,"13,16","7,89",-,"10,27","11,34"
2033,2021-03-26T16:00:56,"13,00","6,71",-,"11,36","12,25"
2034,2021-03-26T17:00:56,"12,03","7,17",-,"15,91","16,78"
2035,2021-03-26T18:00:56,"16,87","5,88",-,"18,18","19,28"
2036,2021-03-26T19:00:56,"16,03","8,57",-,"25,98","26,98"
2037,2021-03-26T20:00:56,"24,77","9,44",-,"17,94","18,87"
2038,2021-03-26T21:00:56,"21,10","9,05",-,"21,18","22,04"
2039,2021-03-26T22:00:56,"22,95","7,94",-,"16,80","17,62"
2040,2021-03-26T23:00:56,"20,08","7,23",-,"12,49","13,36"
2041,2021-03-27T00:00:56,"21,95","6,69",-,"10,71","11,41"
2042,2021-03-27T01:00:56,"19,12","5,71",-,"10,13","10,87"
2043,2021-03-27T02:00:56,"15,10","6,55",-,"9,36","10,10"
2044,2021-03-27T03:00:56,"18,90","6,00",-,"12,41","13,15"
2045,2021-03-27T04:00:56,"23,87","7,40",-,"20,14","20,97"
2046,2021-03-27T05:00:56,"23,03","6,93",-,"21,32","22,10"
2047,2021-03-27T06:00:56,"28,84","6,87",-,"23,37","24,25"
2048,2021-03-27T07:00:56,"32,90","7,91",-,"37,59","41,61"
2049,2021-03-27T08:00:56,"39,82","10,09",-,"45,49","53,96"
2050,2021-03-27T09:00:56,"79,94","8,53",-,"39,28","44,76"
2051,2021-03-27T10:00:56,"85,87","8,78",-,"33,26","36,39"
2052,2021-03-27T11:00:56,"72,36","7,30",-,"24,29","26,08"
2053,2021-03-27T12:00:56,"33,03","4,42",-,"12,06","13,02"
2054,2021-03-27T13:00:56,"20,31","4,90",-,"10,60","11,38"
2055,2021-03-27T14:00:56,"13,18","4,55",-,"11,01","11,69"
2056,2021-03-27T15:00:56,"23,72","3,70",-,"16,27","17,31"
2057,2021-03-27T16:00:56,"21,08","5,82",-,"17,63","18,52"
2058,2021-03-27T17:00:56,"20,03","3,78",-,"20,72","22,18"
2059,2021-03-27T18:00:56,"22,92","4,77",-,"22,32","23,99"
2060,2021-03-27T19:00:56,"20,08","3,14",-,"26,97","27,90"
2061,2021-03-27T20:00:56,"29,74","5,84",-,"30,37","31,27"
2062,2021-03-27T21:00:56,"32,92","6,47",-,"28,61","29,45"
2063,2021-03-27T22:00:56,"33,97","6,99",-,"34,88","35,74"
2064,2021-03-27T23:00:56,"65,17","6,16",-,"29,09","30,02"
2065,2021-03-28T00:00:56,"46,52","6,79",-,"25,48","26,18"
2066,2021-03-28T01:00:56,"45,04","4,96",-,"26,09","26,86"
2067,2021-03-28T02:00:56,"39,16","7,02",-,"41,72","44,14"
2068,2021-03-28T03:00:56,"84,78","10,33",-,"57,17","60,07"
2069,2021-03-28T04:00:56,-,-,-,-,-
2070,2021-03-28T05:00:56,"109,38","6,68",-,"44,05","48,03"
2071,2021-03-28T06:00:56,"78,83","7,14",-,"31,63","33,31"
2072,2021-03-28T07:00:56,"73,13","8,27",-,"40,10","43,85"
2073,2021-03-28T08:00:56,"74,95","7,65",-,"47,55","56,68"
2074,2021-03-28T09:00:56,"81,82","8,41",-,"45,76","52,72"
2075,2021-03-28T10:00:56,"67,39","4,48",-,"25,81","27,69"
2076,2021-03-28T11:00:56,"44,59","3,02",-,"15,02","16,24"
2077,2021-03-28T12:00:56,"18,67","3,59",-,"10,39","11,07"
2078,2021-03-28T13:00:56,"20,92","1,41",-,"9,12","9,91"
2079,2021-03-28T14:00:56,"17,10","1,86",-,"9,32","10,41"
2080,2021-03-28T15:00:56,"17,97","2,78",-,"11,49","12,69"
2081,2021-03-28T16:00:56,"25,79","0,90",-,"8,21","8,89"
2082,2021-03-28T17:00:56,"25,03","0,79",-,"10,07","10,65"
2083,2021-03-28T18:00:56,"25,97","1,19",-,"10,72","11,55"
2084,2021-03-28T19:00:56,"31,84","0,61",-,"12,03","12,95"
2085,2021-03-28T20:00:56,"31,03","3,33",-,"23,66","24,27"
2086,2021-03-28T21:00:56,"55,35","3,10",-,"38,09","38,73"
2087,2021-03-28T22:00:56,"58,92","6,39",-,"53,96","60,85"
2088,2021-03-28T23:00:56,"119,40","11,33",-,"54,30","60,21"
2089,2021-03-29T00:00:56,"102,49","13,31",-,"47,69","50,10"
2090,2021-03-29T01:00:56,"63,03","14,35",-,"52,38","57,62"
2091,2021-03-29T02:00:56,"85,02","13,97",-,"54,88","61,49"
2092,2021-03-29T03:00:56,"78,21","11,44",-,"47,58","52,73"
2093,2021-03-29T04:00:56,"64,36","10,85",-,"33,81","35,13"
2094,2021-03-29T05:00:56,"46,47","11,46",-,"55,32","69,53"
2095,2021-03-29T06:00:56,"63,53","14,02",-,"57,50","92,65"
2096,2021-03-29T07:00:56,"128,29","16,80",-,"70,72","131,43"
2097,2021-03-29T08:00:56,"182,60","16,61",-,"91,12","143,56"
2098,2021-03-29T09:00:56,"190,82","15,47",-,"99,74","128,27"
2099,2021-03-29T10:00:56,"101,38","15,34",-,"110,14","147,12"
2100,2021-03-29T11:00:56,"253,89","14,55",-,"51,56","60,05"
2101,2021-03-29T12:00:56,"86,55","9,81",-,"37,09","39,99"
2102,2021-03-29T13:00:56,"52,78","6,99",-,"19,59","20,58"
2103,2021-03-29T14:00:56,"21,80","6,11",-,"14,75","15,73"
2104,2021-03-29T15:00:56,"25,87","5,21",-,"13,72","14,56"
2105,2021-03-29T16:00:56,"33,79","3,94",-,"12,56","13,45"
2106,2021-03-29T17:00:56,"22,31","4,95",-,"12,47","13,39"
2107,2021-03-29T18:00:56,"35,64","4,23",-,"12,98","13,69"
2108,2021-03-29T19:00:56,"29,18","5,11",-,"22,65","23,58"
2109,2021-03-29T20:00:56,"42,64","6,43",-,"53,64","55,41"
2110,2021-03-29T21:00:56,"62,48","9,24",-,"68,65","76,07"
2111,2021-03-29T22:00:56,"96,12","10,94",-,"70,12","83,10"
2112,2021-03-29T23:00:56,"102,84","13,21",-,"74,30","101,28"
2113,2021-03-30T00:00:56,"119,56","7,83",-,"22,42","23,29"
2114,2021-03-30T01:00:56,"44,02","7,55",-,"22,20","22,96"
2115,2021-03-30T02:00:56,"40,08","8,78",-,"40,65","41,99"
2116,2021-03-30T03:00:56,"75,07","9,88",-,"27,15","28,15"
2117,2021-03-30T04:00:56,"54,57","7,67",-,"25,08","26,16"
2118,2021-03-30T05:00:56,"32,57","8,48",-,"20,53","21,25"
2119,2021-03-30T06:00:56,"25,18","5,84",-,"23,12","24,20"
2120,2021-03-30T07:00:56,"42,53","7,18",-,"34,01","37,95"
2121,2021-03-30T08:00:56,"35,21","7,25",-,"51,51","64,12"
2122,2021-03-30T09:00:56,"62,28","8,57",-,"60,71","74,47"
2123,2021-03-30T10:00:56,"84,43","9,85",-,"51,36","60,38"
2124,2021-03-30T11:00:56,"83,05","8,14",-,"38,31","41,42"
2125,2021-03-30T12:00:56,"40,14","7,64",-,"32,08","34,84"
2126,2021-03-30T13:00:56,"40,95","7,36",-,"24,51","26,56"
2127,2021-03-30T14:00:56,"25,41","8,25",-,"22,40","24,62"
